fit_time,weights,thresh,tau,stride,seed,sample,max_points,distance,dim,alpha,mean_auc,std_auc,rank,mean_train_auc,std_train_auc
0.8058087031046549,"(1,)",1.0166666666666666,16,3,28,30,150,<function wasserstein at 0x00000182A936D3A0>,4,0.99,0.7959279171644763,0.019844912566001387,27,0.808495896742856,0.014365937678891251
1.6647238731384277,"(1, 2)",1.2722222222222221,8,3,28,40,160,<function wasserstein at 0x00000182A936D3A0>,4,0.25,0.7918757467144565,0.01482179856203712,28,0.7917523552108428,0.0182681131995731
0.9462034702301025,"(1,)",1.4,2,4,28,40,170,<function wasserstein at 0x00000182A936D3A0>,8,0.4966666666666667,0.7911190760653127,0.022942922344241504,29,0.7814917641067826,0.008328750178175442
2.307724952697754,"(2, 1)",1.2722222222222221,16,4,28,40,170,<function wasserstein at 0x00000182A936D3A0>,16,0.4966666666666667,0.7852648347272003,0.00566303482659012,30,0.7812946804551775,0.0043428969685087625
1.0019285678863525,"(1,)",1.0166666666666666,8,2,28,40,160,<function wasserstein at 0x00000182A936D3A0>,4,0.6611111111111111,0.7762544802867385,0.02499951824409604,31,0.7577376755391034,0.025014225294659617
1.792768955230713,"(1, 1)",1.4,2,4,28,40,160,<function wasserstein at 0x00000182A936D3A0>,8,0.8255555555555556,0.7760354440461968,0.012202531769414606,32,0.769216268092524,0.013218010369740624
1.9167992273966472,"(1, 1)",0.8888888888888888,4,4,28,30,170,<function wasserstein at 0x00000182A936D3A0>,8,0.6611111111111111,0.7755376344086023,0.01769949547917828,33,0.7726939988640148,0.01078680425263078
1.2798512776692708,"(1, 2)",0.25,2,1,28,20,160,<function wasserstein at 0x00000182A936D3A0>,2,0.99,0.7736061330147352,0.03401470562458762,34,0.7804194331825215,0.011808250166564562
1.6726701259613037,"(1, 1)",1.4,2,3,28,40,160,<function wasserstein at 0x00000182A936D3A0>,4,0.41444444444444445,0.7733771405814416,0.011386716187986921,35,0.7700229645298392,0.011700270965730683
0.9273038705190023,"(1,)",0.5055555555555555,4,2,28,30,170,<function wasserstein at 0x00000182A936D3A0>,4,0.41444444444444445,0.7722222222222221,0.022688955312901063,36,0.7788537810682179,0.03652519093894806
1.6888766288757324,"(2, 1)",0.6333333333333333,8,4,28,20,170,<function wasserstein at 0x00000182A936D3A0>,8,0.7433333333333334,0.7707785742731978,0.040396898438906106,37,0.754693283976732,0.010094208183842048
0.8888183434804281,"(2, 1)",0.5055555555555555,2,4,28,30,120,<function wasserstein at 0x00000182A936D3A0>,4,0.7433333333333334,0.7675627240143369,0.01428605074295113,38,0.7688135319348963,0.0076990576700943355
0.884849468866984,"(1,)",0.8888888888888888,2,3,28,40,150,<function wasserstein at 0x00000182A936D3A0>,8,0.41444444444444445,0.7670649143767423,0.03734078287760519,39,0.7472995867363926,0.007680320131048745
0.825728178024292,"(1, 1)",1.2722222222222221,2,2,28,20,100,<function wasserstein at 0x00000182A936D3A0>,2,0.5788888888888889,0.76231581043409,0.04210238128389553,40,0.7628545057484772,0.02036902111083902
1.2149415016174316,"(2, 1)",1.4,2,1,28,20,110,<function wasserstein at 0x00000182A936D3A0>,2,0.25,0.7599163679808841,0.05602956784722532,41,0.7726927747419551,0.004384898854175499
2.359764814376831,"(1, 2)",1.2722222222222221,16,3,28,30,170,<function wasserstein at 0x00000182A936D3A0>,8,0.3322222222222222,0.7537634408602151,0.01067575023359715,42,0.7566225003427541,0.004539105340729342
0.8444728056589762,"(1,)",0.6333333333333333,2,2,28,40,120,<function wasserstein at 0x00000182A936D3A0>,8,0.99,0.7514038231780167,0.04143147566898508,43,0.7393109661750592,0.0060611335464493075
1.5127980709075928,"(1, 2)",1.2722222222222221,8,4,28,20,140,<function wasserstein at 0x00000182A936D3A0>,8,0.7433333333333334,0.7503285543608125,0.043200765895773575,44,0.7513257241906105,0.007106333156908254
1.3767449061075847,"(1, 1)",1.2722222222222221,2,4,28,40,130,<function wasserstein at 0x00000182A936D3A0>,16,0.6611111111111111,0.7498108323377141,0.04090272752072694,45,0.7586851460132792,0.026219466766729115
1.9929172197977703,"(1, 2)",0.6333333333333333,16,1,28,40,150,<function wasserstein at 0x00000182A936D3A0>,4,0.7433333333333334,0.7497710075667064,0.02789120025798537,46,0.7971409405174609,0.04926045587318524
1.8418765862782795,"(1, 2)",0.7611111111111111,8,2,28,20,160,<function wasserstein at 0x00000182A936D3A0>,4,0.8255555555555556,0.7451911589008363,0.038437297636012745,47,0.7334217149460406,0.008323410900926856
1.7756589253743489,"(1, 2)",1.2722222222222221,4,4,28,20,150,<function wasserstein at 0x00000182A936D3A0>,16,0.5788888888888889,0.7448327359617681,0.05721714224928041,48,0.7601222653113188,0.0192942601660258
1.2220878601074219,"(1,)",0.37777777777777777,4,1,28,40,150,<function wasserstein at 0x00000182A936D3A0>,4,0.9077777777777778,0.7439068100358424,0.040570194192398996,49,0.726478494623656,0.02308854457691571
2.1555913289388022,"(1, 2)",1.4,2,2,28,40,170,<function wasserstein at 0x00000182A936D3A0>,4,0.4966666666666667,0.7434587813620072,0.014619196909616458,50,0.7450410815363222,0.017983174424364756
0.6559815406799316,"(1,)",0.37777777777777777,8,3,28,20,150,<function wasserstein at 0x00000182A936D3A0>,4,0.8255555555555556,0.7432397451214655,0.007874977146126252,51,0.7600806451612904,0.016167634818560612
0.9751795927683512,"(1, 1)",1.2722222222222221,2,4,28,40,110,<function wasserstein at 0x00000182A936D3A0>,8,0.5788888888888889,0.7429609717244126,0.008005534319666233,52,0.7376645220048181,0.011719793057634048
1.108234167098999,"(1, 2)",1.2722222222222221,4,4,28,30,110,<function wasserstein at 0x00000182A936D3A0>,16,0.99,0.7425029868578256,0.05847854207199971,53,0.7759709736177215,0.010660718147403426
2.1266818046569824,"(2, 1)",0.8888888888888888,8,2,28,40,160,<function wasserstein at 0x00000182A936D3A0>,8,0.9077777777777778,0.7421943448825168,0.041803529267279475,54,0.764911030808704,0.023765285683484332
1.1858971118927002,"(2, 1)",1.2722222222222221,2,4,28,30,120,<function wasserstein at 0x00000182A936D3A0>,16,0.7433333333333334,0.7421246515332536,0.06268346688383944,55,0.7501566876236363,0.004706872685079073
1.1302496592203777,"(2, 1)",1.0166666666666666,8,2,28,30,110,<function wasserstein at 0x00000182A936D3A0>,4,0.9077777777777778,0.7413679808841099,0.05219128736209388,56,0.7364685547525315,0.019519103408877254
1.0026548703511555,"(1, 1)",1.0166666666666666,2,3,28,30,100,<function wasserstein at 0x00000182A936D3A0>,8,0.7433333333333334,0.7350258861011548,0.07352907662086602,57,0.7485628807019605,0.0159580289000549
0.8088996410369873,"(1, 2)",1.1444444444444444,16,2,28,30,110,<function wasserstein at 0x00000182A936D3A0>,4,0.7433333333333334,0.732178414974114,0.0250152191039657,58,0.7408619288246469,0.012642722557561293
2.2023801803588867,"(1, 1)",1.1444444444444444,4,2,28,20,170,<function wasserstein at 0x00000182A936D3A0>,4,0.5788888888888889,0.731710473914775,0.049725076155207895,59,0.7437520810075013,0.012582788223947565
2.242525815963745,"(2, 1)",0.7611111111111111,16,2,28,40,170,<function wasserstein at 0x00000182A936D3A0>,8,0.5788888888888889,0.7264436479490243,0.023367657377295032,60,0.7316124625418651,0.006584056542075906
1.8728179931640625,"(1, 2)",1.2722222222222221,2,2,28,40,140,<function wasserstein at 0x00000182A936D3A0>,8,0.3322222222222222,0.7236658701712466,0.03207740995329916,61,0.7589862800399554,0.02171804964514666
1.6379181543986003,"(1, 1)",0.7611111111111111,4,1,28,30,120,<function wasserstein at 0x00000182A936D3A0>,4,0.25,0.7105236957387495,0.05782409839734352,62,0.7430702450202715,0.014853404561316206
2.5550307432810464,"(1, 1)",0.7611111111111111,2,1,28,40,150,<function wasserstein at 0x00000182A936D3A0>,16,0.25,0.7090900039824771,0.038651066152837824,63,0.7193235011849503,0.03897589859266106
1.1511919498443604,"(1,)",1.1444444444444444,8,1,28,30,120,<function wasserstein at 0x00000182A936D3A0>,4,0.6611111111111111,0.7088311429709279,0.03471321944355471,64,0.7088927571145973,0.028588573296323447
1.125434398651123,"(1, 2)",0.5055555555555555,4,2,28,20,130,<function wasserstein at 0x00000182A936D3A0>,16,0.41444444444444445,0.7046196734368778,0.018267695607677003,65,0.7242432477427189,0.010967602323515884
1.5002143383026123,"(1, 2)",0.6333333333333333,2,2,28,30,150,<function wasserstein at 0x00000182A936D3A0>,16,0.5788888888888889,0.7028574273197928,0.06832055973993231,66,0.7245309164267387,0.01698608037424696
2.505051294962565,"(2, 1)",1.4,4,2,28,20,170,<function wasserstein at 0x00000182A936D3A0>,8,0.7433333333333334,0.700906013540422,0.06486256095453968,67,0.7187040954227628,0.021125537465232207
2.3387087980906167,"(1, 1)",1.4,8,1,28,40,110,<function wasserstein at 0x00000182A936D3A0>,16,0.7433333333333334,0.6968737554759059,0.009553754225271386,68,0.6925225728107801,0.01491409391455896
1.0420156319936116,"(1, 2)",0.7611111111111111,2,2,28,30,110,<function wasserstein at 0x00000182A936D3A0>,4,0.8255555555555556,0.6952708084428515,0.02598722322059761,69,0.7280759739115107,0.028884585407090376
1.0549383958180745,"(1, 1)",0.8888888888888888,8,2,28,30,130,<function wasserstein at 0x00000182A936D3A0>,16,0.3322222222222222,0.6939068100358424,0.03867177001383514,70,0.700627484967781,0.015956359722544652
2.259998321533203,"(1, 2)",0.6333333333333333,2,1,28,30,160,<function wasserstein at 0x00000182A936D3A0>,8,0.5788888888888889,0.6929410593389088,0.0820702816262182,71,0.7360584738625459,0.0131138457696166
0.7217830816904703,"(1,)",0.37777777777777777,8,2,28,20,140,<function wasserstein at 0x00000182A936D3A0>,4,0.6611111111111111,0.688331342094783,0.015413369757925153,72,0.7147501811700647,0.012073980977229525
2.6895382404327393,"(1, 1)",1.0166666666666666,2,1,28,20,140,<function wasserstein at 0x00000182A936D3A0>,16,0.99,0.6875647152528873,0.03827687016918545,73,0.7102980492390857,0.02928144586431793
1.608501672744751,"(1, 2)",0.7611111111111111,2,1,28,30,100,<function wasserstein at 0x00000182A936D3A0>,8,0.41444444444444445,0.6870071684587814,0.06445665485157116,74,0.7091730810662593,0.013348785635051054
1.8960764408111572,"(1, 2)",0.7611111111111111,16,2,28,20,150,<function wasserstein at 0x00000182A936D3A0>,8,0.5788888888888889,0.6832536837913182,0.027464644503119345,75,0.6688664140078736,0.019190180827204435
1.4179637432098389,"(1, 1)",1.2722222222222221,8,2,28,40,100,<function wasserstein at 0x00000182A936D3A0>,16,0.5788888888888889,0.6807447232178414,0.04703395659415211,76,0.7207618446050491,0.019226565566526677
1.8971104621887207,"(1, 1)",1.0166666666666666,16,1,28,20,130,<function wasserstein at 0x00000182A936D3A0>,4,0.99,0.6765432098765433,0.0983038434155765,77,0.6852206847249152,0.013005934711519911
1.6837069193522136,"(1, 2)",0.37777777777777777,8,1,28,30,150,<function wasserstein at 0x00000182A936D3A0>,8,0.7433333333333334,0.6756272401433692,0.0854885984631381,78,0.7083125232583192,0.012874137851809866
0.8835169474283854,"(1,)",0.7611111111111111,16,3,28,20,150,<function wasserstein at 0x00000182A936D3A0>,16,0.4966666666666667,0.6723317403424932,0.06047990229091334,79,0.6852231329690346,0.007699379972181695
1.2448991139729817,"(2, 1)",0.25,2,1,28,40,150,<function wasserstein at 0x00000182A936D3A0>,4,0.4966666666666667,0.6707088809239347,0.03096365061235463,80,0.7251172708933153,0.027602265168119006
1.472766637802124,"(1, 1)",0.8888888888888888,8,1,28,20,120,<function wasserstein at 0x00000182A936D3A0>,16,0.99,0.670489844683393,0.021853677531216892,81,0.6632183148246078,0.022586377795456386
0.9504148165384928,"(2, 1)",1.0166666666666666,8,2,28,30,110,<function wasserstein at 0x00000182A936D3A0>,16,0.9077777777777778,0.6702409398645957,0.029827932652409034,82,0.6737800399553441,0.02672193223135179
1.1243470509847004,"(2, 1)",0.37777777777777777,2,3,28,20,170,<function wasserstein at 0x00000182A936D3A0>,16,0.25,0.6671246515332538,0.010170688267122438,83,0.7066269071821689,0.029409996117470777
2.2277489503224692,"(1, 1)",0.7611111111111111,8,1,28,20,140,<function wasserstein at 0x00000182A936D3A0>,8,0.99,0.6482676224611709,0.03477390136748524,84,0.6671232641949194,0.02482303863630071
1.0873589515686035,"(1,)",1.0166666666666666,16,1,28,20,100,<function wasserstein at 0x00000182A936D3A0>,4,0.7433333333333334,0.6343986459577857,0.02812630972386479,85,0.68893467105392,0.028399098283463698
1.497462272644043,"(1,)",1.0166666666666666,2,1,28,20,170,<function wasserstein at 0x00000182A936D3A0>,4,0.4966666666666667,0.6335125448028673,0.018667264028673466,86,0.7075792741445834,0.028071897175283914
1.4042199452718098,"(2, 1)",0.6333333333333333,8,1,28,20,140,<function wasserstein at 0x00000182A936D3A0>,16,0.41444444444444445,0.6272351652727997,0.03013952756227483,87,0.6807379497424447,0.04856909501798002
1.4413421154022217,"(2, 1)",0.8888888888888888,16,2,28,40,120,<function wasserstein at 0x00000182A936D3A0>,16,0.41444444444444445,0.6240641178813222,0.027156986305504848,88,0.6601469925769239,0.008623146062313979
1.200337807337443,"(1,)",0.6333333333333333,2,1,28,20,130,<function wasserstein at 0x00000182A936D3A0>,4,0.5788888888888889,0.6179510155316607,0.007146147077684227,89,0.6914343282997435,0.03753361423295039
1.17361052831014,"(1, 2)",0.37777777777777777,2,1,28,40,100,<function wasserstein at 0x00000182A936D3A0>,16,0.9077777777777778,0.6159299084030266,0.03928174434246961,90,0.6098214985212606,0.018636141077255
0.8406420548756918,"(1, 1)",0.25,2,2,28,30,130,<function wasserstein at 0x00000182A936D3A0>,8,0.9077777777777778,0.6120569494225409,0.017688290961000212,91,0.6987460093620855,0.04717247547766076
0.8006535371144613,"(1,)",0.37777777777777777,8,2,28,30,160,<function wasserstein at 0x00000182A936D3A0>,16,0.3322222222222222,0.6032855436081243,0.07909844693174008,92,0.6470905066886029,0.031360335399365113
1.0745230515797932,"(2, 1)",0.25,4,2,28,40,140,<function wasserstein at 0x00000182A936D3A0>,16,0.9077777777777778,0.5970828355236958,0.01446927022086021,93,0.5928184431125997,0.018168976423053755
1.3862965901692708,"(1,)",0.6333333333333333,16,1,28,30,110,<function wasserstein at 0x00000182A936D3A0>,8,0.25,0.588600159299084,0.031581228596153574,94,0.6337145249427111,0.057273819097475566
0.4821903705596924,"(1,)",0.25,2,4,28,20,120,<function wasserstein at 0x00000182A936D3A0>,8,0.7433333333333334,0.5883512544802868,0.05978110689075038,95,0.6174434945257261,0.01009141116616455
1.2013663450876872,"(1,)",1.4,16,2,28,20,130,<function wasserstein at 0x00000182A936D3A0>,16,0.41444444444444445,0.5882417363600159,0.08103588524309885,96,0.6079492038310125,0.0039640478365222075
1.6221075852711995,"(1, 1)",0.25,2,1,28,20,160,<function wasserstein at 0x00000182A936D3A0>,8,0.25,0.5662335722819594,0.0565707047899175,97,0.6243891630922304,0.009061930631111659
1.0380836327870686,"(1,)",0.37777777777777777,16,1,28,30,100,<function wasserstein at 0x00000182A936D3A0>,16,0.99,0.5503086419753086,0.05070975252314003,98,0.5140247664375109,0.0708158161563499
1.3324708143870037,"(2, 1)",0.5055555555555555,16,1,28,30,140,<function wasserstein at 0x00000182A936D3A0>,16,0.6611111111111111,0.5497510951812027,0.025246121171399637,99,0.6204058699101004,0.0281730742356949
0.661534865697225,"(2, 1)",0.25,8,2,28,40,100,<function wasserstein at 0x00000182A936D3A0>,16,0.6611111111111111,0.5092592592592592,0.0065472850109865284,100,0.5254256272401433,0.008651420930702307
